"IDNota";"Titulo";"Nota"
321;"¿Cómo saber la pureza del aceite?";"Para saber la pureza de aceite hay que verter dos cucharadas en un vaso y añadir dos gotas de agua oxigenada. Si el aceite es de oliva puro se torna de color verde, si es de semilla, rosa y si es de maní/cacahuete, grisáceo."
322;"¿Cómo se calcula la cocción del pollo?";"Por cada 450 gramos de pollo deberá estimarse su cocción al horno durante unos veinte minutos, a fuego medio/alto, y calcular un plus de 20 minutos más, por el total de la carne."
323;"¿Cómo se puede agilizar la cocción de las remolachas?";"Lo más práctico para cocinar rápidamente las remolachas es agregarle al agua de su cocción una pizca de azúcar."
324;"¿Cómo hacer que las remolachas mantengan intacto su color?";"Para que las remolachas no pierdan su color al cocinarse es importante no pelarlas ni pincharlas durante su cocción. También conviene dejarles un pedazo de su tallo y sólo desecharlo una vez cocidas."
325;"¿Qué repollo elegir?";"Tome dos repollos del mismo tamaño, coloque uno en cada mano, y quédese con el más pesado."
326;"¿Cómo se comprueba la frescura de las chauchas?";"Para comprobar si las chauchas o judías están frescas, dóblelas por la mitad. Si se parten es sinónimo de frescura, si no significa que se cosecharon demasiado tarde o estuvieron almacenadas durante mucho tiempo."
327;"¿Cuál es el poder endulzante de la miel?";"La miel tiene más poder endulzante que el azúcar, por lo cual se debe utilizar en cantidades menores que ésta."
328;"¿Con lograr cebollas rehogadas más gustosas?";"Para que las cebollas tengan mejor sabor, rehóguelas en manteca y unas gotas de vermut. Quedarán mucho más sabrosas."
329;"¿Qué hay que saber al momento de hervir verduras de hoja?";"Todas las verduras de hojas rinden más si se las cocina sólo con el agua que ha quedado en sus hojas luego de lavarlas, en una olla tapada sobre el fuego medio y por no más de seis o siete minutos. Una vez cocidas, escúrralas enseguida."
330;"¿Qué condimentos resaltan el sabor de las ensaladas verdes?";"Las ensaladas verdes logran un mejor sabor cuando al aliño se le agrega una cucharadita de orégano y uno o dos dientes de ajo picado. Esta preparación deberá mezclarse bien antes de ser añadida a la ensalada."
331;"¿Cómo hacer jugo de ajos?";"Para extraer el zumo de los ajos se los coloca, sin pelar, en un prensajos y se presiona hasta que caigan gotas"
332;"¿Qué hay que saber cuando se va a utilizar alcaparras conservadas en sal?";"Las alcaparras saladas se deben enjuagar antes de utilizar."
333;"¿Cómo se utiliza la escarola?";"La escarola se utiliza cruda o cocida."
334;"¿Por qué el bicarbonato de sodio es un ingrediente del dulce de leche?";"Cuando se prepara dulce de leche elbicarbonato de sodio evita que la leche se corte al hervir y, además le da mejor sabor."
335;"¿Cómo lograr un dulce de leche tentador?";"Para que el dulce de leche mejore su color y sea irresistible hay que añadirle apenas un poquito de bicarbonato, ya que el exceso lo oscurece y le hace perder encanto."
336;"¿Cómo obtener carnes bien gustosas?";"Para que una vez cocidas las carnes rojas no tengan gusto y aspecto de hervidas hay que descongelarlas antes de iniciar la cocción. De esta forma el resultado será óptimo."
337;"¿Cómo impedir que las papas peladas se oxiden?";"Si necesita reservar papas peladas porque las utilizará horas más tarde, colóquelas en un recipiente con agua y dentro de la heladera. Así evitará que se ennegrezcan por el contacto con el aire."
338;"¿Cómo hacer para retirar fácilmente la piel a los pimientos/morrones?";"Para retirar fácilmente la piel a los pimientos, una vez que se retiran del horno o del microondas colóquelos en una bolsa de plástico, cerrándola y, cuando se enfrían, se puede quitar la piel fácilmente."
339;"¿Cómo dorar cebolla rápidamente?";"La forma más rápida de dorar cebolla es agregarle pimentón dulce en la fritura."
340;"¿Cuál es la clave para amasar con levadura?";"El mejor aliado de las preparaciones con levadura es el agua de lluvia. Si la utiliza tibia logrará que sus masas crezcan extraordinariamente."
341;"¿Cómo asar morrones de una forma rápida?";"Si quiere asar morrones sin demoras, pínchelos con un tenedor de mango largo, póngalos sobre la llama del gas y déles la vuelta lentamente hasta que la piel quede chamuscada."
342;"¿Cómo lograr frituras livianas?";"Para que los churros, croquetas y buñuelos absorban menos aceite y queden más livianos hay que agregarle a la masa un poco de vinagre."
343;"¿Qué hay que saber al momento de hervir cebollas?";"Es importante tener en cuenta que las cebollas enteras pierden sus propiedades nutritivas cuando se las hierve peladas."
344;"Se puede congelar el repollo?";"Sólo una vez cocido, nunca crudo"
345;"¿Qué es el glutamato de sodio?";"El glutamato de sodio es una sal vegetal que se utiliza como condimento pues resalta los aromas y sabores de otros ingredientes."
346;"¿Cómo hacer omelettes más livianas?";"Lo más práctico para que las tortillas y omelettes no resulten aceitosas es cocerlas con poca manteca o aceite. Para eso, controle que el piso de la sartén tenga una película fina de materia grasa."
348;"Cómo se hacen las bananas a la parrilla?";"Las bananas se asan a la parrilla con cáscara, girándolas, en unos 6 a 8 min.."
349;"¿La canela se utiliza sólo en preparaciones dulce?";"La canela, además de ser ideal para sazonar cremas, flanes, natillas es apropiada para platos de carne de cordero, pato y caza."
350;"¿Qué elementos y utensilios son aptos para microondas?";"Los elementos auxiliares que pueden ser introducidos en el microondas son el papel absorbente o tissue, las servilletas de papel, el papel film adherente, las bolsas de cocción al horno o de freezer, los palillos o brochette de madera, el papel manteca, el hilo de algodón, y las cucharas o vajilla de madera."
351;"¿Cómo evitar que la mezcla se rebalse en la cocción?";"Lo más práctico para impedir que la preparación de tortas y bizcochos se derrame durante su cocción es llenar el molde un dedo menos de su borde."
352;"¿Cómo recuperar zanahorias que se han deshidratado?";"Si las zanahorias guardadas en la heladera lucen arrugadas por fuera pero firmes por dentro es porque se han deshidratado. En ese caso, córteles la unión con el tallo al ras y déjelas un rato sumergidas en agua fría para que se rehidraten."
353;"¿Cómo acentuar el dorado de las carnes?";"Si desea que la carne tenga un dorado más intenso cocínela en el microondas y termine su cocción en el grill de la cocina convencional."
354;"¿Cómo cortar fácilmente la piña/ ananá?";"Lo más práctico es cortar primero la fruta en rodajas y quitarle luego la cáscara de que las bordea."
355;"¿Cómo adaptar los tiempos de cocción tradicionales al microondas?";"Lo recomendable es reducir los tiempos de cocción tradicionales a la cuarta o mitad de tiempo, de acuerdo con las características de cada ingrediente. En términos generales, un kilo de comida requiere 18 minutos de cocción en microondas."
356;"¿A que temperatura deben estar los huevos para hervirlos?";"Los huevos deben estar unos 30 min. a temperatura ambiente, pues el agua caliente los cuartea."
357;"¿Cómo hacer para que la pasta al dente no se pase?";"Una vez que la pasta está cocida, antes de escurrirla, es aconsejable verter un chorro de agua fría, para que no se pase."
358;"¿Qué hacer para que no se pudra una cebolla abierta?";"Si va a utilizar sólo media cebolla, reserve la mitad que tiene la raíz, pues es la que no se deteriora tan rápido. Así evitará que la parte sin usar deba descartarse enseguida."
359;"¿Existen diferencias nutricionales entre los diferentes colores de morrones?";"Los morrones o pimientos rojos contienen el doble de vitaminas A y C que los verdes."
360;"¿Qué remolachas elegir?";"Al momento de comprar, opte por las remolachas que tengan sus hojas frescas y tiernas, para aprovecharlas también en las preparaciones."
361;"¿Cómo seleccionar buenos limones?";"El limón es de buena calidad cuando la piel es lisa, brillante y tiene poros pequeños. Además, debe ser pesado en relación a su tamaño, pues sino no será jugoso."
362;"¿En qué momento se adoba el cordero?";"A la hora de adobar cordero que luego será asado, lo mejor es untar bien la carne del animal con el adobo y dejarla descansar toda una noche (o, al menos, un par de horas) en la heladera antes de comenzar su cocción."
363;"¿Resulta indistinto lavar o cortar las verduras primero?";"Las verduras se lavan primero y luego se cortan, para que no pierdan nutrientes."
364;"¿Qué hay que saber para cocinar bien los garbanzos?";"Todas las legumbres se ponen a cocer con el agua fría, menos los garbanzos, que deben ponerse con agua caliente. Una vez que empieza la cocción no es recomendable añadirles agua fría u otros elementos que enfríen la cocción, porque quedarán crudos."
365;"¿Cómo elegir la espinaca?";"Las plantas de hojas pequeñas, de color verde oscuro, firmes y que no comenzaron a florecer son las más sabrosas. Recuérdelo al momento de seleccionarlas."
366;"¿Conviene salar los alimentos que se cocinan en el microondas?";"No. Se desaconseja salar previamente las carnes, aves y vegetales que se cocinarán en microondas, porque ésta los endurece. Los platos ya elaborados y cocidos, en cambio, pueden ser sazonados antes de ser calentados allí."
367;"¿Cómo hacer para que el tofu dure más tiempo en la heladera?";"Coloque los trozos de tofu en un recipiente hondo y cúbralos totalmente con agua fría. Tape el recipiente y guárdelo cambiando el agua todos los días."
368;"¿Cuál es el vino ideal para perfumar caldos?";"¿Cuál es el vino ideal para perfumar caldos?Para perfumar un caldo o consomé a base de vino debe usarse uno bueno, de preferencia jerez, y echarlo antes de servir la sopa, para que no pierda el aroma."
369;"¿Cómo lograr que el ajo sea digerible?";"Para que el ajo sea digerible se debe retirar antes de utilizarlo, el brote verde interior."
370;"¿Cómo conservar frambuesas?";"Las frambuesas se conservan, en su propio almíbar, congeladas por 6 meses y refirgeradas 4 días, para prepararlas hay que colocarlas con azúcar,la mitad de su peso, y un poco de limón."
371;"¿Cómo hacer salsa de frambuesa rápidamente?";"Para lograr una tentadora salsa de frambuesa hay que diluir medio frasco de mermelada de esta fruta en 1/3 de taza de agua mineral y calentar la preparación a fuego medio/alto, mezclando, unos 4 min. Luego, colar y servir fría."
372;"¿Cómo quitarse la resaca?";"Tome un limón fresco y córtelo en rodajas y si tuviera un limonero cerca tome también algunas hojas. En una cacerola pequeña con 2 tazas de agua lleve la preparación al fuego y déjela hervir durante 10 minutos. Luego tómela tibia."
373;"¿Cuál es el tamaño de copa más apropiado para el vino?";"La copa ideal para servir vino es la de agua, en una copa de tamaño más grande su aroma se dispersará rápidamente."
374;"¿Cómo realzar el color de la remolacha?";"Si quiere acentuar el tono rojo de la remolacha vierta en el agua de su cocción dos o tres cucharadas soperas de vinagre. Con este mismo propósito, déjele dos o tres centímetros de su tallo, para que no pierda pigmentación."
375;"¿Cómo manipular correctamente el pescado fresco?";"Para poder manipular un pescado resbaladizo, que es un rasgo de frescura y no de mala calidad, enjuáguelo bien con agua caliente o con agua y vinagre antes de quitarle las escamas. Así, podrá ""dominarlo"" sin inconvenientes"
376;"¿Cómo se cocinan los caracoles?";"A los buccinos o caracoles de mar conviene cocinarlos enteros, porque la carne es difícil de extraer cuando todavía están vivos. Para esto, hierva brevemente un caldo y eche en él a los buccinos, cocinándolos hasta que la masa esté compacta pero tierna. Luego retire la carne con un tenedor y límpielos si les quedó algo de arena."
377;"¿Para que sirven las cáscaras y valvas de los mariscos?";"Las cáscaras y valvas de los mariscos son excelentes para saborizar caldos"
378;"¿En qué momento es conveniente picar el perejil?";"El perejil se debe picar en el momento de utlizar, porque es muy rico en vitamina C, que se pierde con el contacto con el aire, por esa razón tampoco es aconsejable congelarlo"
379;"¿Qué hay que tener en cuenta cuando se cuecen choclos?";"Los choclos deben someterse a un tiempo de cocción corto pues sino pierden jugo, se secan y tornan duros."
380;"¿Cómo lograr que el coco fresco no se oscurezca después de rallado?";"Para que el coco fresco rallado no se oscurezca hay que espolvorealo con azúcar antes de rallarlo."
381;"¿Cuál es la mejor forma de hervir hortalizas?";"Las hortalizas de raíz se cocinan en agua fría, las verdes en agua hirviendo."
382;"¿Cómo sacar la piel a las almendras?";"Para retirar la piel, tome un puñado de almendras y póngalas en la mano, cierre la palma y muévala, para que la palma frote las almendras constantemente. De este modo utilizando la fricción entre las pieles de las almendras, se irán pelando solas."
383;"¿Cómo debe conservarse la manteca?";"Para que la manteca no tome olor debe guardarse, refrigerada, bien envuelta o en recipiente hermético."
384;"¿Cómo se puede acelerar es proceso de maduración de la palta?";"Para acelerar la maduración de la palta hay que cubrirla totalmente en abundante harina común durante un día."
385;"¿Qué hay que hacer para que las frutillas/fresas queden siempre firmes?";"Para que las frutillas/fresas no queden acuosas y mantengan su firmeza original es importante enjuagarlas rápidamente con el rabito y sólo quitarlo después de este paso."
386;"¿Cómo sustituir el azúcar impalpable/glas/lustre?";"Si no se tiene azúcar impalpable es posible reemplazarlo colocando una taza de azúcar común en la licuadora y procesarlo por unos segundos o minutos, según la potencia de la máquina. Para evitar que este azúcar se humedezca se recomienda guardarlo en un frasco cerrado."
387;"¿Es posible recuperar la crema inglesa que se ha cortado?";"Sí. Aunque se haya cortado, es posible reaprovechar esta riquísima crema sacudiéndola enérgicamente hasta que quede lisa."
388;"¿Cómo saber cuándo está a punto la pera?";"Las peras de buena calidad tienen la piel firme, pero no dura. Si la piel es dura al tacto esto significa que la fruta fue cosechada antes de tiempo y que se pasará muy rápido, volviéndose arenosa y sin sabor. Por eso, conviene comerlas peladas. Recuerde el consejo popular: ""Pela la pera a tu amigo y la manzana a tu enemigo""."
389;"¿Cómo se prepara el caramelo para flanes?";"Para acaramelar bien la flanera coloque en el molde dos cucharadas de azúcar apenas humedecidas con agua. Lleve el recipiente al fuego hasta que el azúcar se derrita y tome color dorado, con cuidado de que no se queme. Deje enfriar antes de verter la preparación."
390;"¿Con qué se puede reemplazar el espárrago?";"Si no cuenta con espárragos disponibles, la parte blanca del puerro es un excelente sustituto de ese ingrediente. Recuérdelo al momento de hacer tartas, puré de verduras u omelettes."
391;"¿Qué hacer para que los espárragos resulten tiernos?";"La solución es sencilla: retire las fibras exteriores que recorren sus tallos con un pelapapas o un cuchillo filoso. Déjelos media hora en agua para que se hidraten, y luego acomódelos en una olla con agua, un poco de sal, una cucharada de jugo de limón y una de manteca o aceite. Hierva hasta que estén tiernos y sabrosos."
392;"¿Cómo acelerar el proceso de descongelamiento de la carne?";"La carne se descongela más rápidamente pasándola previamente por agua con vinagre."
393;"¿Cómo preparar la pera?";"La pera es una fruta muy versátil, se come cruda, cocida, deshidratada o confitada, es excelente en ensaladas mixtas y acompañando quesos."
394;"¿Cómo lograr que las empanadas horneadas no queden secas?";"Las empanadas no resultan secas si se precalienta el horno y se cocinan 15 min. en horno a temperatura bien caliente."
395;"¿Cómo lograr rellenos bien sabrosos?";"Para que el relleno de las empanadas que lleva carne quede más rico conviene hacerlo un día antes y conservarlo en la heladera hasta el momento de usar."
396;"¿Cuáles son las formas de cocción de la cocina naturista?";"Las formas de cocción preferidas por el naturismo son ""al dente"", ""al vapor"" y ""a la brasa"", pues son las que más preservan el estado original de los alimentos."
397;"¿Qué hay que saber para amasar con levadura?";"Para que estas masas leven bien no es necesario emplear demasiada levadura. Es más importante, en cambio, trabajar en un ambiente cálido, sin corrientes de aire."
398;"¿Cómo se deben guardar las hierbas y especias?";"Las hierbas secas y las especiasse deben guardare n lugares oscuros, secos y frescos pues se deterioran por acción del calor, la luz y la humedad."
399;"¿Cómo impedir la fermentación de las mermeladas?";"Lo más adecuado para evitar el proceso de fermentación es añadirles un gramo de ácido salicílico disuelto en un poco de agua. La proporción es válida por cada kilo de fruta empleada en la elaboración del dulce."
400;"¿Existen diferencias entre los tipos de aceitunas?";"Las aceitunas verdes contienen más grasas y calorías que las negras."
401;"¿Pará qué sirve la tinta de calamar?";"Es muy común utilizarla para dar sabor y color a la pasta y el arroz, para cocer los calamares en su propia tinta y hacer salsas o masa negra de pastas con o sin relleno. Es posible, aunque complicado, extraerla caseramente. También se la puede adquirir envasada en la pescadería."
402;"¿A qué temperatura deben estar los huevos para preparar una torta?";"Para que una torta quede esponjosa los huevos deben estar a temperatura ambiente, pues al batirlos levantan más volúmen"
403;"¿Cómo evitar el mal olor del coliflor mientras se cocina?";"Para que el coliflor no de olor se recomienda agregarle, al cocinarlo, un pedacito de pan, un poco de leche o un gajo de limón."
404;"¿Cómo obtener carnes bien doradas?";"Para lograr un dorado parejo, es conveniente dejar siempre un poco de grasa en ambos lados de la superficie de la carne, o pincelarlas con un poco aceite."
405;"¿Cómo se preparan las carnes que se cocinarán en microondas?";"Antes de iniciar la cocción se recomienda secar bien los trozos de carne con un papel absorbente, para retirarles toda la humedad que puedan contener. De otro modo, tomarán un aspecto deslucido y parecerán hervidas."
406;"¿Cómo se hacen correctamente los cortes en diagonal a la masa con levadura?";"Los cortes en diagonal se realizan con un cuchillo de buen filo, con mucha suavidad para no deformar la masa. Puede también emplearse hojas de afeitar, tijeras o cutters."
407;"¿Qué hay que saber antes de guardar un matambre relleno en el frezeer?";"Si desea congelar el matambre recuerde no colocarle huevo duro, ya que con el efecto del frío los huevos modifican su textura."
408;"¿Cómo hacer huevos revueltos más sabrosos?";"Los huevos revueltos resultan deliciosos si se le añada unas gotas de jerez en el batido."
409;"¿Cómo lograr que el pulpo resulte más tierno?";"El pulpo grande resulta más tierno si se sumerge en agua con limón por 1/2 h. antes de prepararlo."
410;"¿Es posible acortar el tiempo de cocción del pulpo?";"Colocando un corcho limpio en la salsa o líquido de cocción el tiempo de cocción del pulpo disminuye."
411;"¿Cómo retirar fácilmente la pulpa del coco?";"Para retirar la pulpa del coco, fácilmente, hay calientarlo en el horno antes de partirlo."
412;"¿Cómo calcular los huevos para una tortilla?";"Para hacer tortillas se calculan 3 huevos batidos por 2 tazas de otros ingredientes."
413;"¿Cómo se logran huevos fritos perfectos?";"La cocción de los huevos fritos debe ser a fuego lento para que salgan parejos. La llama muy fuerte los arrebata y la muy pequeña no logra dorar sus bordes."
414;"¿A qué temperatura se asan las carnes?";" La cantidad de calor que requieren las carnes para asarse está en relación a su tamaño. Cuanto más chicos son los trozos más caliente se necesita el horno y menos tiempo demora su cocción."
415;"¿Cómo evitar que los filetes de pescado fritos se rompan?";"Si no se los reboza con otra preparación los filetes de pescado se fríen rebozados en harina de trigo, así no se rompen y se doran rápidamente."
416;"¿Cómo evitar que las zanahorias se ablanden?";"Con el paso de los días, las zanahorias suelen ablandarse. Para conservarlas frescas durante más tiempo conviene ponerlas entre dos capas de arena."
417;"¿En qué se diferencian el vaso de whisky y el vaso old fashioned?";"El vaso de whisky y el vaso old fashioned son anchos pero el de whisky tiene entre 300 a 350 grs. de capacidad y el old fashioned entre 260 a 300 grs."
418;"¿Qué hay que saber al momento de cocinar alimentos húmedos?";"Los alimentos con mucha humedad se cocinan mejor y más rápido que los poco húmedos, por lo cual el tiempo de cocción debe ser menor."
419;"¿Cómo evitar la formación de cristales cuando se prepara helado casero, sin contar con una heladora?";"La gelatina sin sabor y las féculas evitan la formación de cristales en los helados, les dan mayor volumen y consistencia cremosa y suave."
420;"¿Cómo hacer que no cristalice el helado?";"1. Para que los helados no se descongelen rápidamente y pierdan su consistencia, hay que colocar en el freezer los platos o copas en los cuáles se van a servir.
2. Para que el helado cremoso, casero, no se cristalice la preparación debe contener una pequeña cantidad de gelatina sin sabor o claras batidas a nieve y una copita de aguardiente, vodka, cognac o grappa.
3. Para que el helado casero de fruta no se cristalice la preparación debe contener 500 grs de fruta y 250 cc de almíbar/jarabe.
4. La crema de leche/nata, leche o quesos blancos mejora la consistencia de los helados."
421;;"1. Para que los helados no se descongelen rápidamente y pierdan su consistencia, hay que colocar en el freezer los platos o copas en los cuáles se van a servir.
2. Para que el helado cremoso, casero, no se cristalice la preparación debe contener una pequeña cantidad de gelatina sin sabor o claras batidas a nieve y una copita de aguardiente, vodka, cognac o grappa.
3. Para que el helado casero de fruta no se cristalice la preparación debe contener 500 grs de fruta y 250 cc de almíbar/jarabe.
4. La crema de leche/nata, leche o quesos blancos mejora la consistencia de los helados."
